Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
CN108911950B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108862579B,RECOVERY RESOURCES,ORGANIC ELEMENT,,,
CN108862579B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN108862579B,RECOVERY TECHNOLOGY,DENITRIFICATION,,,
CN108862579B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108862579B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN108862974B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN108862974B,RECOVERY RESOURCES,OTHER RESOURCES,,,
CN108862974B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN108773979B,RECOVERY RESOURCES,SODIUM COMPOUNDS,,,
CN108773979B,RECOVERY TECHNOLOGY,CRYSTALLIZATION,,,
CN108773979B,RECOVERY TECHNOLOGY,EXTRACTION TREATMENT,,,
CN108773979B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108773979B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108773979B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN108585165B,RECOVERY RESOURCES,AMMONIA,,,
CN108585165B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108585376B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN108585376B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN108585101B,RECOVERY RESOURCES,OTHER RESOURCES,,,
CN108585101B,RECOVERY TECHNOLOGY,FILTRATION,,,
CN108585101B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108585101B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN108569828B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN108569828B,RECOVERY TECHNOLOGY,HEAT RECOVERY DEVICE,,,
CN108569828B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108483657B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN108483657B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN108483657B,RECOVERY TECHNOLOGY,DENITRIFICATION,,,
CN108483657B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108483801B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108483801B,RECOVERY SOURCES,AMMONIA NITROGEN WASTEWATER,,,
CN108439548B,RECOVERY RESOURCES,NITROGEN,,,
CN108439548B,RECOVERY SOURCES,BATH/ URINE WASTEWATER,,,
CN108439548B,RECOVERED RESOURCE APPLICATIONS,POWER GENERATION,,,
CN108358182B,RECOVERY RESOURCES,HYDROCARBON,,,
CN108358182B,RECOVERY TECHNOLOGY,DISTILLATION,,,
CN108358182B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108358182B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108317591B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN108317591B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108298752B,RECOVERY RESOURCES,ORGANIC ELEMENT,,,
CN108298752B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN108314115B,RECOVERY RESOURCES,AMMONIUM COMPOUNDS,,,
CN108314115B,RECOVERY TECHNOLOGY,EVAPORATIVE CRYSTALLIZATION,,,
CN108314115B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108314115B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN108314114B,RECOVERY RESOURCES,AMMONIUM COMPOUNDS,,,
CN108314114B,RECOVERY TECHNOLOGY,EVAPORATIVE CRYSTALLIZATION,,,
CN108314114B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108314114B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108314113B,RECOVERY RESOURCES,AMMONIUM COMPOUNDS,,,
CN108314113B,RECOVERY TECHNOLOGY,EVAPORATIVE CRYSTALLIZATION,,,
CN108314113B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108314113B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108314112B,RECOVERY RESOURCES,AMMONIUM COMPOUNDS,,,
CN108314112B,RECOVERY TECHNOLOGY,EVAPORATIVE CRYSTALLIZATION,,,
CN108314112B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN108314112B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108275819B,RECOVERY RESOURCES,AMMONIA,,,
CN108275819B,RECOVERY RESOURCES,SODIUM COMPOUNDS,,,
CN108275819B,RECOVERY RESOURCES,OTHER RESOURCES,,,
CN108275819B,RECOVERY TECHNOLOGY,DEAMINATION ,,,
CN108275819B,RECOVERY TECHNOLOGY,EVAPORATIVE CRYSTALLIZATION,,,
CN108275819B,RECOVERY TECHNOLOGY,RECTIFICATION,,,
CN108275819B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN108191193B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN108191193B,RECOVERY RESOURCES,NUTRIENTS,,,
CN108191193B,RECOVERY RESOURCES,OTHER METALS,,,
CN108191193B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN108191193B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN108191193B,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN108164086B,RECOVERY RESOURCES,NITROGEN,,,
CN108164086B,RECOVERY RESOURCES,NUTRIENTS,,,
CN108164086B,RECOVERY RESOURCES,ORGANIC ELEMENT,,,
CN108164086B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN108164086B,RECOVERY RESOURCES,MICROALGAE,,,
CN108164086B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN108164086B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108164086B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN108147612B,RECOVERY RESOURCES,AMMONIA,,,
CN108147612B,RECOVERY RESOURCES,OTHER RESOURCES,,,
CN108147612B,RECOVERY TECHNOLOGY,DISTILLATION,,,
CN108147612B,RECOVERY TECHNOLOGY,RECTIFICATION,,,
CN108147612B,RECOVERY TECHNOLOGY,EXTRACTION TREATMENT,,,
CN108147612B,RECOVERY TECHNOLOGY,FILTRATION,,,
CN108147612B,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN108101332B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN108101332B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN108101332B,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN108083435B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN108083435B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN108083435B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN108083435B,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN108049925B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN108049925B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN108049925B,RECOVERED RESOURCE APPLICATIONS,POWER GENERATION,,,
CN108046557B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN108046557B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN108046557B,RECOVERY SOURCES,PHOSPHOROUS-CONTAINING WASTEWATER,,,
CN108031171B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN108031171B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN108017151B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN108017151B,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN108017151B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN108017151B,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN107973444B,RECOVERY RESOURCES,AMMONIA,,,
CN107973444B,RECOVERY RESOURCES,COPPER,,,
CN107973444B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107879386B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN107879386B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN107867776B,RECOVERY RESOURCES,ORGANIC ELEMENT,,,
CN107867776B,RECOVERY RESOURCES,OTHER RESOURCES,,,
CN107867776B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN107778166B,RECOVERY RESOURCES,OTHER ACIDS,,,
CN107778166B,RECOVERY TECHNOLOGY,RECTIFICATION,,,
CN107778166B,RECOVERY SOURCES,ACIDIC WASTEWATER,,,
CN107698049B,RECOVERY RESOURCES,OTHER METALS,,,
CN107698049B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107674033B,RECOVERY RESOURCES,AMMONIUM SULFATE,,,
CN107674033B,RECOVERY TECHNOLOGY,EVAPORATIVE CRYSTALLIZATION,,,
CN107674033B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107640863B,RECOVERY RESOURCES,AMMONIA,,,
CN107640863B,RECOVERY RESOURCES,NITROGEN,,,
CN107640863B,RECOVERY RESOURCES,ORGANIC ELEMENT,,,
CN107640863B,RECOVERY RESOURCES,SULPHUR,,,
CN107640863B,RECOVERY RESOURCES,AMMONIUM SULFATE,,,
CN107640863B,RECOVERY RESOURCES,OTHER RESOURCES,,,
CN107640863B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107640863B,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN107640863B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN107601446B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN107601446B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN107601446B,RECOVERY SOURCES,PHOSPHOROUS-CONTAINING WASTEWATER,,,
CN107586958B,RECOVERY RESOURCES,AMMONIUM COMPOUNDS,,,
CN107586958B,RECOVERY SOURCES,AMMONIA CONTAINING WASTEWATER,,,
CN107541459B,RECOVERY RESOURCES,MICROALGAE,,,
CN107541459B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN107500427B,RECOVERY RESOURCES,ORGANIC ELEMENT,,,
CN107500427B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107473370B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN107473370B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN107473370B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN107473447B,RECOVERY RESOURCES,AMMONIA,,,
CN107473447B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN107473447B,RECOVERY SOURCES,ACIDIC WASTEWATER,,,
CN107473447B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN107445180B,RECOVERY RESOURCES,NITROGEN,,,
CN107445180B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN107434335B,RECOVERY RESOURCES,AMMONIA,,,
CN107434335B,RECOVERY RESOURCES,HYDROCARBON,,,
CN107434335B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN107434335B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107434335B,RECOVERED RESOURCE APPLICATIONS,CHEMICAL INDUSTRY,,,
CN107434335B,RECOVERED RESOURCE APPLICATIONS,METALLURGY/ COAL INDUSTRY,,,
CN107417047B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN107417047B,RECOVERY TECHNOLOGY,DENITRIFICATION,,,
CN107399870B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN107399870B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN107399870B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107365021B,RECOVERY RESOURCES,AMMONIUM COMPOUNDS,,,
CN107365021B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN107365021B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN107311308B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN107311308B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN107311308B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN107311308B,RECOVERED RESOURCE APPLICATIONS,DOMESTIC INDUSTRY,,,
CN107298512B,RECOVERY RESOURCES,NITROGEN,,,
CN107298512B,RECOVERY RESOURCES,OTHER METALS,,,
CN107298512B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN107298512B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN107298512B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107298512B,RECOVERED RESOURCE APPLICATIONS,DOMESTIC INDUSTRY,,,
CN107298512B,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN107265821B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN107265821B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN107265821B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN107255287B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN107255287B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN107255287B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN107255287B,RECOVERED RESOURCE APPLICATIONS,DOMESTIC INDUSTRY,,,
CN107192171B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN107192171B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN107192171B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107192171B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN107117755B,RECOVERY RESOURCES,AMMONIA,,,
CN107117755B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN107117755B,RECOVERY SOURCES,AMMONIA NITROGEN WASTEWATER,,,
CN107117755B,RECOVERED RESOURCE APPLICATIONS,PRINTING/ DYING,,,
CN107117755B,RECOVERED RESOURCE APPLICATIONS,CHEMICAL INDUSTRY,,,
CN107055933B,RECOVERY RESOURCES,NITROGEN,,,
CN107055933B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN107055933B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN107055933B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN107055933B,RECOVERED RESOURCE APPLICATIONS,DOMESTIC INDUSTRY,,,
CN107043199B,RECOVERY RESOURCES,GENERAL RESOURCES,,,
CN107043199B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN107043199B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN107043199B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107043199B,RECOVERED RESOURCE APPLICATIONS,DOMESTIC INDUSTRY,,,
CN107019317B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN107019317B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN107019317B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN107019317B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN107019317B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN106967114B,RECOVERY RESOURCES,AMMONIUM SULFATE,,,
CN106967114B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106967114B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106967114B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN106938870B,RECOVERY RESOURCES,AMMONIA,,,
CN106938870B,RECOVERY TECHNOLOGY,ION EXCHANGE,,,
CN106938870B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN106938870B,RECOVERED RESOURCE APPLICATIONS,ELECTRONICS/ SEMICONDUCTOR,,,
CN106938870B,RECOVERED RESOURCE APPLICATIONS,PROCESSING DEVICES,,,
CN106938870B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN106915866B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN106915866B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106915866B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN106915866B,RECOVERED RESOURCE APPLICATIONS,DOMESTIC INDUSTRY,,,
CN106915866B,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN104529087B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN104529087B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN104529087B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN104529087B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN104529087B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN104529087B,RECOVERED RESOURCE APPLICATIONS,AGRICULTURAL PURPOSES,,,
CN106865860B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106865860B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106865860B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106865860B,RECOVERED RESOURCE APPLICATIONS,POWER GENERATION,,,
CN106865844B,RECOVERY RESOURCES,AMMONIA,,,
CN106865844B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106865844B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN106865844B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN106830573B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106830573B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN106830573B,RECOVERY TECHNOLOGY,DENITRIFICATION,,,
CN106830573B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN106830558B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106830558B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN106830558B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106830558B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN106830480B,RECOVERY RESOURCES,OTHER RESOURCES,,,
CN106830480B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN106830480B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106830480B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN106830480B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN106801996B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106801996B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106801996B,RECOVERY SOURCES,BATH/ URINE WASTEWATER,,,
CN106801996B,RECOVERED RESOURCE APPLICATIONS,DOMESTIC INDUSTRY,,,
CN106745538B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN106745538B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106745538B,RECOVERY SOURCES,PHOSPHOROUS-CONTAINING WASTEWATER,,,
CN106745538B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN106759678B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106759678B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106759678B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN106759678B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN106746102B,RECOVERY RESOURCES,AMMONIA,,,
CN106746102B,RECOVERY TECHNOLOGY,RECTIFICATION,,,
CN106746102B,RECOVERY SOURCES,AMMONIA NITROGEN WASTEWATER,,,
CN106746102B,RECOVERED RESOURCE APPLICATIONS,METALLURGY/ COAL INDUSTRY,,,
CN106698785B,RECOVERY RESOURCES,AMMONIA,,,
CN106698785B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN106698785B,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN106698810B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106698810B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN106698810B,RECOVERY SOURCES,AMMONIA NITROGEN WASTEWATER,,,
CN106698810B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN106698802B,RECOVERY RESOURCES,AMMONIA,,,
CN106698802B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN106698802B,RECOVERY SOURCES,METALLURGY/ COAL WASTEWATER,,,
CN106698802B,RECOVERED RESOURCE APPLICATIONS,METALLURGY/ COAL INDUSTRY,,,
CN106673012B,RECOVERY RESOURCES,AMMONIA,,,
CN106673012B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106673012B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN106630347B,RECOVERY RESOURCES,OTHER RESOURCES,,,
CN106630347B,RECOVERY TECHNOLOGY,OTHER TECHNIQUES,,,
CN106630347B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106630347B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN106608833B,RECOVERY RESOURCES,AMMONIA,,,
CN106608833B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106608833B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106608833B,RECOVERED RESOURCE APPLICATIONS,PRINTING/ DYING,,,
CN106564987B,RECOVERY RESOURCES,OTHER METALS,,,
CN106564987B,RECOVERY TECHNOLOGY,ION EXCHANGE,,,
CN106564987B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN106517621B,RECOVERY RESOURCES,AMMONIUM COMPOUNDS,,,
CN106517621B,RECOVERY TECHNOLOGY,ION EXCHANGE,,,
CN106517621B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106517621B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN106430244B,RECOVERY RESOURCES,AMMONIA,,,
CN106430244B,RECOVERY TECHNOLOGY,USING ADSORBENT,,,
CN106430244B,RECOVERY SOURCES,AMMONIA NITROGEN WASTEWATER,,,
CN106422434B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN106422434B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106422434B,RECOVERY SOURCES,PHOSPHOROUS-CONTAINING WASTEWATER,,,
CN106430565B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106430565B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN106430565B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN106430565B,RECOVERED RESOURCE APPLICATIONS,DOMESTIC INDUSTRY,,,
CN106403633B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106403633B,RECOVERY TECHNOLOGY,HEAT RECOVERY DEVICE,,,
CN106403633B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN106403633B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN106380393B,RECOVERY RESOURCES,OTHER ACIDS,,,
CN106380393B,RECOVERY TECHNOLOGY,RECTIFICATION,,,
CN106380393B,RECOVERY SOURCES,ACIDIC WASTEWATER,,,
CN106382836B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106382836B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106382836B,RECOVERY SOURCES,BATH/ URINE WASTEWATER,,,
CN106365309B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN106365309B,RECOVERY TECHNOLOGY,ANAEROBIC TREATMENT,,,
CN106365309B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN106365309B,RECOVERED RESOURCE APPLICATIONS,FOOD INDUSTRY,,,
CN106277258B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
CN106277258B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106277258B,RECOVERY SOURCES,PHOSPHOROUS-CONTAINING WASTEWATER,,,
CN106277258B,RECOVERED RESOURCE APPLICATIONS,GENERAL INDUSTRY,,,
CN106219884B,RECOVERY RESOURCES,AMMONIA,,,
CN106219884B,RECOVERY RESOURCES,NITROGEN,,,
CN106219884B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN106219884B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN106219938B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106219938B,RECOVERY TECHNOLOGY,DISTILLATION,,,
CN106219938B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN106196703B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106196703B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106196703B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106148709B,RECOVERY RESOURCES,OTHER METALS,,,
CN106148709B,RECOVERY TECHNOLOGY,FILTRATION,,,
CN106148709B,RECOVERY SOURCES,OTHER WASTEWATER,,,
CN106148709B,RECOVERED RESOURCE APPLICATIONS,METALLURGY/ COAL INDUSTRY,,,
CN106088247B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106088247B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106088247B,RECOVERY SOURCES,BATH/ URINE WASTEWATER,,,
CN106088247B,RECOVERY SOURCES,GENERAL INDUSTRIAL WASTE,,,
CN106077037B,RECOVERY RESOURCES,CARBON,,,
CN106077037B,RECOVERY TECHNOLOGY,USING ACIDS,,,
CN106077037B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106045034B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106045034B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106045034B,RECOVERY SOURCES,SEWAGE SLUDGE,,,
CN106007087B,RECOVERY RESOURCES,AMMONIA,,,
CN106007087B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106007087B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106016828B,RECOVERY RESOURCES,HEAT/ ENERGY,,,
CN106016828B,RECOVERY TECHNOLOGY,DIFFERENT DEVICES / EQUIPMENT,,,
CN106016828B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN106016828B,RECOVERED RESOURCE APPLICATIONS,PRINTING/ DYING,,,
CN105967415B,RECOVERY RESOURCES,HYDROCARBON,,,
CN105967415B,RECOVERY TECHNOLOGY,OTHER RECOVERY AGENTS,,,
CN105967415B,RECOVERY SOURCES,GENERAL WASTEWATER,,,
CN105967415B,RECOVERED RESOURCE APPLICATIONS,CHEMICAL INDUSTRY,,,
CN105967415B,RECOVERED RESOURCE APPLICATIONS,MEDICAL/ PHARMACEUTICAL/ BIOLOGICAL INDUSTRY,,,
CN105967415B,RECOVERED RESOURCE APPLICATIONS,FOOD INDUSTRY,,,
CN105967415B,RECOVERED RESOURCE APPLICATIONS,PETROLEUM/ PETROCHEMICAL INDUSTRY,,,
CN105967415B,RECOVERED RESOURCE APPLICATIONS,OTHER APPLICATIONS,,,
CN105948234B,RECOVERY RESOURCES,NITROGEN,,,
CN105948234B,RECOVERY RESOURCES,PHOSPHOROUS/ PHOSPHATE,,,
