Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
IN202111048717A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113723760A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113723760A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN113723760A,DATA ANALYTICS,IOT,,,
CN113723760A,DATA ANALYTICS,BIG DATA,,,
CN113723760A,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
CN113723760A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113723760A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113723760A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113723760A,APPLICATIONS,PREDICTIONS,YIELD,,
CN113723760A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN113723760A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113711737B,DATA ANALYTICS,IOT,,,
CN113711737B,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113711737B,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113711737B,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN202141046585A,DATA ANALYTICS,IOT,,,
IN202141046585A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202141046585A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
IN202141046585A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN202141046585A,PARAMETERS MONITORED,PLANT GROWTH,,,
IN202141046585A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN202141046585A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
IN202141046585A,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
IN202141046585A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113657751A,DATA ANALYTICS,IOT,,,
CN113657751A,DATA ANALYTICS,BIG DATA,,,
CN113657751A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113657751A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113657751A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113657751A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113657751A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN113657751A,APPLICATIONS,PREDICTIONS,YIELD,,
CN113657751A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN113657751A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN113657751A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113642990A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113642990A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN113642990A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN113642990A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113642990A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113642990A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN214670291U,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113626627A,DATA ANALYTICS,BIG DATA,,,
CN113626627A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113626627A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113626627A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113626627A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN113626627A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
CN113626627A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN113625639A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113625639A,DATA ANALYTICS,IOT,,,
CN113625639A,DATA ANALYTICS,BIG DATA,,,
CN113625639A,COMMUNICATION TECHNOLOGIES,RF (RADIO FREQUENCY),,,
CN113625639A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113625639A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113625639A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113625639A,PARAMETERS MONITORED,FARM YIELD,,,
CN113625639A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN113625639A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113625639A,APPLICATIONS,IMPROVE/ INCREASE GROWTH,,,
CN113625639A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN113627990A,DATA ANALYTICS,BIG DATA,,,
CN113627990A,PARAMETERS MONITORED,FARM YIELD,,,
CN113627990A,APPLICATIONS,PREDICTIONS,YIELD,,
CN113627990A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN214670163U,DATA ANALYTICS,IOT,,,
CN214670163U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN214670163U,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN214670163U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN214670163U,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113610655A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113610655A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113610655A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN113610655A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR102320976B1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
KR102320976B1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113570240A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN113570240A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113570240A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113570240A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113570240A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113570240A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113570240A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN202011014160A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202011014160A,DATA ANALYTICS,IOT,,,
IN202011014160A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202011014160A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202011014160A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202011014160A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN202011014160A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
IN202011014160A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
WO2021216655A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2021216655A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
WO2021216655A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
WO2021216655A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,COMPUTER VISION,,
WO2021216655A1,DATA ANALYTICS,IOT,,,
WO2021216655A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2021216655A1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
WO2021216655A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
WO2021216655A1,PARAMETERS MONITORED,FARM YIELD,,,
WO2021216655A1,PARAMETERS MONITORED,WEATHER,,,
WO2021216655A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
WO2021216655A1,APPLICATIONS,PREDICTIONS,YIELD,,
WO2021216655A1,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
WO2021216655A1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113537934A,DATA ANALYTICS,IOT,,,
CN113537934A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113537934A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN113537934A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113537741A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113537741A,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
CN113537741A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113537741A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
CN113537741A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
CN113537741A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
IN202141042980A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202141042980A,DATA ANALYTICS,IOT,,,
IN202141042980A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202141042980A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
IN202141042980A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN202141042980A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202141042980A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN202141042980A,PARAMETERS MONITORED,PEST AND DISEASE,,,
IN202141042980A,PARAMETERS MONITORED,FARM YIELD,,,
IN202141042980A,PARAMETERS MONITORED,WEATHER,,,
IN202141042980A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN202141041786A,DATA ANALYTICS,CLOUD COMPUTING,,,
IN202141041786A,DATA ANALYTICS,IOT,,,
IN202141041786A,PARAMETERS MONITORED,PEST AND DISEASE,,,
IN202141041786A,PARAMETERS MONITORED,PLANT GROWTH,,,
IN202141041786A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN202011013113A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202011013113A,DATA ANALYTICS,IOT,,,
IN202011013113A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
IN202011013113A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202011013113A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
IN202011013113A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN202011013113A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113487376A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113487376A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
CN113487376A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113487376A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113487376A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR1020210120423A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
KR1020210120423A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
KR1020210120423A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
KR1020210120423A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
KR1020210120423A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
KR1020210120423A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR1020210120423A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020210120423A,PARAMETERS MONITORED,PLANT GROWTH,,,
KR1020210120423A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
KR1020210120423A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113448368A,DATA ANALYTICS,IOT,,,
CN113448368A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113448368A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113448368A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
KR1020210114690A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
KR1020210114690A,DATA ANALYTICS,IOT,,,
KR1020210114690A,DATA ANALYTICS,BIG DATA,,,
KR1020210114690A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
KR1020210114690A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020210114690A,PARAMETERS MONITORED,PEST AND DISEASE,,,
KR1020210114690A,PARAMETERS MONITORED,PLANT GROWTH,,,
KR1020210114690A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR1020210114690A,APPLICATIONS,IMPROVE/ INCREASE GROWTH,,,
IN202141039040A,DATA ANALYTICS,IOT,,,
IN202141039040A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202141039040A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN202141039040A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
IN202141039032A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202141039032A,DATA ANALYTICS,IOT,,,
IN202141039032A,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
IN202141039032A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202141039032A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
IN202141039032A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
IN202141039032A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN202141038829A,DATA ANALYTICS,IOT,,,
IN202141038829A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202141038829A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
IN202141038829A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
IN202141038829A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN214251079U,DATA ANALYTICS,BIG DATA,,,
CN214251079U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN214251079U,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113419753A,DATA ANALYTICS,IOT,,,
CN113419753A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113419753A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113419753A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN114384826A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN114384826A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN114384826A,PARAMETERS MONITORED,WEATHER,,,
CN114384826A,APPLICATIONS,DATA REPRESENTATION,TABLES,,
CN114384826A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN114384826A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN114384826A,APPLICATIONS,IMPROVE/ INCREASE GROWTH,,,
IN202041007314A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
IN202041007314A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
IN202041007314A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202041007314A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN202041007314A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
IN202041007314A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113359531A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113359531A,APPLICATIONS,PREDICTIONS,YIELD,,
CN113359531A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN113359531A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
CN113359531A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN214121284U,DATA ANALYTICS,IOT,,,
CN214121284U,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN113344524A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113344524A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113344524A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
AU2021103726A4,DATA ANALYTICS,IOT,,,
AU2021103726A4,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
AU2021103726A4,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
AU2021103726A4,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR1020210100290A,DATA ANALYTICS,OTHERS (DATA ANALYTICS),,,
KR1020210100290A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020210100290A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
KR1020210100290A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
IN202141031828A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202141031828A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,MACHINE LEARNING,,
IN202141031828A,DATA ANALYTICS,IOT,,,
IN202141031828A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202141031828A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202141031828A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
IN202141031828A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN202121026289A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN202121026289A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
IN202121026289A,DATA ANALYTICS,IOT,,,
IN202121026289A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN202121026289A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN213814359U,DATA ANALYTICS,IOT,,,
CN213814359U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN213814359U,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN213814359U,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR1020210091963A,DATA ANALYTICS,IOT,,,
KR1020210091963A,DATA ANALYTICS,BLOCK CHAIN,,,
KR1020210091963A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020210091963A,PARAMETERS MONITORED,PLANT GROWTH,,,
KR1020210091963A,APPLICATIONS,PREDICTIONS,GROWTH,,
KR1020210091963A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
KR1020210090055A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
KR1020210090055A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR1020210090055A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
IN393160B,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
IN393160B,DATA ANALYTICS,BLOCK CHAIN,,,
IN393160B,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
IN393160B,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
IN393160B,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
IN393160B,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN393160B,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN393160B,PARAMETERS MONITORED,PEST AND DISEASE,,,
IN393160B,PARAMETERS MONITORED,CROP DAMAGE,,,
IN393160B,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN393160B,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN201941054680A,COMMUNICATION TECHNOLOGIES,RF (RADIO FREQUENCY),,,
IN201941054680A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN201941054680A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN201941054680A,APPLICATIONS,PREDICTIONS,GROWTH,,
IN201941054680A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
IN201941054680A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN201941054680A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
IN201921054323A,DATA ANALYTICS,IOT,,,
IN201921054323A,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
IN201921054323A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN201921054323A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN201921054323A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
IN201921054323A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
KR102274064B1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
KR102274064B1,DATA ANALYTICS,IOT,,,
KR102274064B1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
KR102274064B1,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
KR102274064B1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
KR102274064B1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR102274064B1,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
KR102272472B1,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
KR102272472B1,PARAMETERS MONITORED,WEATHER,,,
KR102272472B1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN202111026157A,DATA ANALYTICS,IOT,,,
IN202111026157A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
IN202111026157A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202111026157A,PARAMETERS MONITORED,CROP DAMAGE,,,
IN202111026157A,PARAMETERS MONITORED,WEATHER,,,
IN202111026157A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
IN202111026157A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
CN113050473A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113050473A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113050473A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113050473A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113050473A,PARAMETERS MONITORED,WEATHER,,,
CN113050473A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
CN113050473A,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
WO2022227366A1,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
WO2022227366A1,COMMUNICATION TECHNOLOGIES,CELLULAR,5G,,
WO2022227366A1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
WO2022227366A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2022227366A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
WO2022227366A1,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2022227366A1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR102269687B1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
KR102269687B1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR102269687B1,PARAMETERS MONITORED,PEST AND DISEASE,,,
KR102269687B1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR102269687B1,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
KR1020210077504A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
KR1020210077504A,DATA ANALYTICS,BIG DATA,,,
KR1020210077504A,COMMUNICATION TECHNOLOGIES,ZIGBEE,,,
KR1020210077504A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
KR1020210077504A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
KR1020210077504A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR1020210077504A,PARAMETERS MONITORED,PLANT GROWTH,,,
KR1020210077504A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
KR1020210077199A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
KR1020210077199A,PARAMETERS MONITORED,PLANT GROWTH,,,
KR1020210077199A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR102267492B1,DATA ANALYTICS,IOT,,,
KR102267492B1,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
KR102267492B1,COMMUNICATION TECHNOLOGIES,LORA WAN,,,
KR102267492B1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
KR102267492B1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR102267492B1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
IN202141022070A,DATA ANALYTICS,IOT,,,
IN202141022070A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
IN202141022070A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
IN202141022070A,APPLICATIONS,PREDICTIONS,WEATHER/ ENVIRONMENT PREDICTION,,
US20210192556A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210192556A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,NEURAL NETWORKS,,
US20210192556A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,DEEP LEARNING,,
US20210192556A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210192556A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20210192556A1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
US20210192556A1,APPLICATIONS,IMPROVE/ INCREASE GROWTH,,,
IN202121017913A,DATA ANALYTICS,IOT,,,
IN202121017913A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
IN202121017913A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
IN202121017913A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
IN202121017913A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
IN202121017913A,APPLICATIONS,PREDICTIONS,YIELD,,
IN202121017913A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
KR102265098B1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
KR102265098B1,DATA ANALYTICS,IOT,,,
KR102265098B1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
KR102265098B1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
KR102265098B1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
